,Month,Open,High,Low,Close,Adj Close,Volume
52,2007-05-01,1482.369995,1535.560059,1476.699951,1530.619995,1530.619995,64958050000
53,2007-06-01,1530.619995,1540.560059,1484.180054,1503.349976,1503.349976,65322800000
54,2007-07-01,1504.660034,1555.900024,1454.25,1455.27002,1455.27002,70337430000
55,2007-08-01,1455.180054,1503.890015,1370.599976,1473.98999,1473.98999,91381760000
56,2007-09-01,1473.959961,1538.73999,1439.290039,1526.75,1526.75,57809700000
57,2007-10-01,1527.290039,1576.089966,1489.560059,1549.380005,1549.380005,76022580000
58,2007-11-01,1545.790039,1545.790039,1406.099976,1481.140015,1481.140015,86246950000
59,2007-12-01,1479.630005,1523.569946,1435.650024,1468.359985,1468.359985,64821670000
60,2008-01-01,1467.969971,1471.77002,1270.050049,1378.550049,1378.550049,98475340000
61,2008-02-01,1378.599976,1396.02002,1316.75,1330.630005,1330.630005,78536130000
62,2008-03-01,1330.449951,1359.680054,1256.97998,1322.699951,1322.699951,93189170000
63,2008-04-01,1326.410034,1404.569946,1324.349976,1385.589966,1385.589966,85978630000
64,2008-05-01,1385.969971,1440.23999,1373.069946,1400.380005,1400.380005,80990480000
65,2008-06-01,1399.619995,1404.050049,1272.0,1280.0,1280.0,96614040000
66,2008-07-01,1276.689941,1292.170044,1200.439941,1267.380005,1267.380005,124980570000
67,2008-08-01,1269.420044,1313.150024,1247.449951,1282.829956,1282.829956,86266010000
68,2008-09-01,1287.829956,1303.040039,1106.420044,1166.359985,1166.359985,140007320000
69,2008-10-01,1164.170044,1167.030029,839.799988,968.75,968.75,159823030000
70,2008-11-01,968.669983,1007.51001,741.02002,896.23999,896.23999,115660210000
71,2008-12-01,888.609985,918.849976,815.690002,903.25,903.25,112884470000
72,2009-01-01,902.98999,943.849976,804.299988,825.880005,825.880005,112090640000
73,2009-02-01,823.090027,875.01001,734.52002,735.090027,735.090027,124492210000
74,2009-03-01,729.570007,832.97998,666.789978,797.869995,797.869995,161843640000
75,2009-04-01,793.590027,888.700012,783.320007,872.809998,872.809998,138855320000
76,2009-05-01,872.73999,930.169983,866.099976,919.140015,919.140015,131614940000
77,2009-06-01,923.26001,956.22998,888.859985,919.320007,919.320007,112653150000
78,2009-07-01,920.820007,996.679993,869.320007,987.47998,987.47998,106635790000
79,2009-08-01,990.219971,1039.469971,978.51001,1020.619995,1020.619995,116059270000
80,2009-09-01,1019.52002,1080.150024,991.969971,1057.079956,1057.079956,112295490000
81,2009-10-01,1054.910034,1101.359985,1019.950012,1036.189941,1036.189941,113410990000
82,2009-11-01,1036.180054,1113.689941,1029.380005,1095.630005,1095.630005,84981530000
83,2009-12-01,1098.890015,1130.380005,1085.890015,1115.099976,1115.099976,89515330000
84,2010-01-01,1116.560059,1150.449951,1071.589966,1073.869995,1073.869995,90947580000
85,2010-02-01,1073.890015,1112.420044,1044.5,1104.48999,1104.48999,84561340000
86,2010-03-01,1105.359985,1180.689941,1105.359985,1169.430054,1169.430054,103683550000
87,2010-04-01,1171.22998,1219.800049,1170.689941,1186.689941,1186.689941,116741910000
88,2010-05-01,1188.579956,1205.130005,1040.780029,1089.410034,1089.410034,127662780000
89,2010-06-01,1087.300049,1131.22998,1028.329956,1030.709961,1030.709961,110106750000
90,2010-07-01,1031.099976,1120.949951,1010.909973,1101.599976,1101.599976,94778110000
91,2010-08-01,1107.530029,1129.23999,1039.699951,1049.329956,1049.329956,85738250000
92,2010-09-01,1049.719971,1157.160034,1049.719971,1141.199951,1141.199951,79589450000
93,2010-10-01,1143.48999,1196.140015,1131.869995,1183.26001,1183.26001,89536270000
94,2010-11-01,1185.709961,1227.079956,1173.0,1180.550049,1180.550049,87151070000
95,2010-12-01,1186.599976,1262.599976,1186.599976,1257.640015,1257.640015,80984530000
96,2011-01-01,1257.619995,1302.670044,1257.619995,1286.119995,1286.119995,92164940000
97,2011-02-01,1289.140015,1344.069946,1289.140015,1327.219971,1327.219971,59223660000
98,2011-03-01,1328.640015,1332.280029,1249.050049,1325.829956,1325.829956,89507640000
99,2011-04-01,1329.47998,1364.560059,1294.699951,1363.609985,1363.609985,77364810000
100,2011-05-01,1365.209961,1370.579956,1311.800049,1345.199951,1345.199951,81708980000
101,2011-06-01,1345.199951,1345.199951,1258.069946,1320.640015,1320.640015,86122730000
102,2011-07-01,1320.640015,1356.47998,1282.859985,1292.280029,1292.280029,81102170000
103,2011-08-01,1292.589966,1307.380005,1101.540039,1218.890015,1218.890015,108419170000
104,2011-09-01,1219.119995,1229.290039,1114.219971,1131.420044,1131.420044,102786820000
105,2011-10-01,1131.209961,1292.660034,1074.77002,1253.300049,1253.300049,98063670000
106,2011-11-01,1251.0,1277.550049,1158.660034,1246.959961,1246.959961,84275050000
107,2011-12-01,1246.910034,1269.369995,1202.369995,1257.599976,1257.599976,74742430000
108,2012-01-01,1258.859985,1333.469971,1258.859985,1312.410034,1312.410034,79567560000
109,2012-02-01,1312.449951,1378.040039,1312.449951,1365.680054,1365.680054,78385710000
110,2012-03-01,1365.900024,1419.150024,1340.030029,1408.469971,1408.469971,83899660000
111,2012-04-01,1408.469971,1422.380005,1357.380005,1397.910034,1397.910034,74761710000
112,2012-05-01,1397.859985,1415.319946,1291.97998,1310.329956,1310.329956,86920490000
113,2012-06-01,1309.869995,1363.459961,1266.73999,1362.160034,1362.160034,81582440000
114,2012-07-01,1362.329956,1391.73999,1325.410034,1379.319946,1379.319946,73103810000
115,2012-08-01,1379.319946,1426.680054,1354.650024,1406.579956,1406.579956,70283810000
116,2012-09-01,1406.540039,1474.51001,1396.560059,1440.670044,1440.670044,69784280000
117,2012-10-01,1440.900024,1470.959961,1403.280029,1412.160034,1412.160034,71752320000
118,2012-11-01,1412.199951,1434.27002,1343.349976,1416.180054,1416.180054,71489310000
119,2012-12-01,1416.339966,1448.0,1398.109985,1426.189941,1426.189941,66388180000
120,2013-01-01,1426.189941,1509.939941,1426.189941,1498.109985,1498.109985,75848510000
121,2013-02-01,1498.109985,1530.939941,1485.01001,1514.680054,1514.680054,69273480000
122,2013-03-01,1514.680054,1570.280029,1501.47998,1569.189941,1569.189941,68527110000
123,2013-04-01,1569.180054,1597.569946,1536.030029,1597.569946,1597.569946,77098000000
124,2013-05-01,1597.550049,1687.180054,1581.280029,1630.73999,1630.73999,76447250000
125,2013-06-01,1631.709961,1654.189941,1560.329956,1606.280029,1606.280029,74946790000
126,2013-07-01,1609.780029,1698.780029,1604.569946,1685.72998,1685.72998,68106820000
127,2013-08-01,1689.420044,1709.670044,1627.469971,1632.969971,1632.969971,64802810000
128,2013-09-01,1635.949951,1729.859985,1633.410034,1681.550049,1681.550049,66174410000
129,2013-10-01,1682.410034,1775.219971,1646.469971,1756.540039,1756.540039,76647400000
130,2013-11-01,1758.699951,1813.550049,1746.199951,1805.810059,1805.810059,63628190000
131,2013-12-01,1806.550049,1849.439941,1767.98999,1848.359985,1848.359985,64958820000
132,2014-01-01,1845.859985,1850.839966,1770.449951,1782.589966,1782.589966,75871910000
133,2014-02-01,1782.680054,1867.920044,1737.920044,1859.449951,1859.449951,69725590000
134,2014-03-01,1857.680054,1883.969971,1834.439941,1872.339966,1872.339966,71885030000
135,2014-04-01,1873.959961,1897.280029,1814.359985,1883.949951,1883.949951,71595810000
136,2014-05-01,1884.390015,1924.030029,1859.790039,1923.569946,1923.569946,63623630000
137,2014-06-01,1923.869995,1968.170044,1915.97998,1960.22998,1960.22998,63283380000
138,2014-07-01,1962.290039,1991.390015,1930.670044,1930.670044,1930.670044,66524690000
139,2014-08-01,1929.800049,2005.040039,1904.780029,2003.369995,2003.369995,58131140000
140,2014-09-01,2004.069946,2019.26001,1964.040039,1972.290039,1972.290039,66706000000
141,2014-10-01,1971.439941,2018.189941,1820.660034,2018.050049,2018.050049,93714040000
142,2014-11-01,2018.209961,2075.76001,2001.01001,2067.560059,2067.560059,63600190000
143,2014-12-01,2065.780029,2093.550049,1972.560059,2058.899902,2058.899902,80743820000
144,2015-01-01,2058.899902,2072.360107,1988.119995,1994.98999,1994.98999,77330040000
145,2015-02-01,1996.670044,2119.590088,1980.900024,2104.5,2104.5,68775560000
146,2015-03-01,2105.22998,2117.52002,2039.689941,2067.889893,2067.889893,76675850000
147,2015-04-01,2067.629883,2125.919922,2048.379883,2085.51001,2085.51001,72060940000
148,2015-05-01,2087.379883,2134.719971,2067.929932,2107.389893,2107.389893,65187730000
149,2015-06-01,2108.639893,2129.870117,2056.320068,2063.110107,2063.110107,73213980000
150,2015-07-01,2067.0,2132.820068,2044.02002,2103.840088,2103.840088,77920590000
151,2015-08-01,2104.48999,2112.659912,1867.01001,1972.180054,1972.180054,84626790000
152,2015-09-01,1970.089966,2020.859985,1871.910034,1920.030029,1920.030029,79989370000
153,2015-10-01,1919.650024,2094.320068,1893.699951,2079.360107,2079.360107,85844900000
154,2015-11-01,2080.76001,2116.47998,2019.390015,2080.409912,2080.409912,75943590000
155,2015-12-01,2082.929932,2104.27002,1993.26001,2043.939941,2043.939941,83649260000
156,2016-01-01,2038.199951,2038.199951,1812.290039,1940.23999,1940.23999,92409770000
157,2016-02-01,1936.939941,1962.959961,1810.099976,1932.22998,1932.22998,93049560000
158,2016-03-01,1937.089966,2072.209961,1937.089966,2059.73999,2059.73999,92639420000
159,2016-04-01,2056.620117,2111.050049,2033.800049,2065.300049,2065.300049,81124990000
160,2016-05-01,2067.169922,2103.47998,2025.910034,2096.949951,2096.949951,78883600000
161,2016-06-01,2093.939941,2120.550049,1991.680054,2098.860107,2098.860107,86852700000
162,2016-07-01,2099.340088,2177.090088,2074.02002,2173.600098,2173.600098,69530250000
163,2016-08-01,2173.149902,2193.810059,2147.580078,2170.949951,2170.949951,75610310000
164,2016-09-01,2171.330078,2187.870117,2119.120117,2168.27002,2168.27002,77023620000
165,2016-10-01,2164.330078,2169.600098,2114.719971,2126.149902,2126.149902,72915530000
166,2016-11-01,2128.679932,2214.100098,2083.790039,2198.810059,2198.810059,88445380000
167,2016-12-01,2200.169922,2277.530029,2187.439941,2238.830078,2238.830078,75344550000
168,2017-01-01,2251.570068,2300.98999,2245.129883,2278.870117,2278.870117,70576420000
169,2017-02-01,2285.590088,2371.540039,2271.649902,2363.639893,2363.639893,69260940000
170,2017-03-01,2380.129883,2400.97998,2322.25,2362.719971,2362.719971,81664010000
171,2017-04-01,2362.340088,2398.159912,2328.949951,2384.199951,2384.199951,65369860000
172,2017-05-01,2388.5,2418.709961,2352.719971,2411.800049,2411.800049,79719460000
173,2017-06-01,2415.649902,2453.820068,2405.699951,2423.409912,2423.409912,81078810000
174,2017-07-01,2431.389893,2484.040039,2407.699951,2470.300049,2470.300049,63348090000
175,2017-08-01,2477.100098,2490.870117,2417.350098,2471.649902,2471.649902,70784900000
176,2017-09-01,2474.419922,2519.439941,2446.550049,2519.360107,2519.360107,66624120000
177,2017-10-01,2521.199951,2582.97998,2520.399902,2575.26001,2575.26001,71088550000
178,2017-11-01,2583.209961,2657.73999,2557.449951,2647.580078,2647.580078,73416960000
179,2017-12-01,2645.100098,2694.969971,2605.52002,2673.610107,2673.610107,65531700000
180,2018-01-01,2683.72998,2872.870117,2682.360107,2823.810059,2823.810059,77318690000
181,2018-02-01,2816.449951,2835.959961,2532.689941,2713.830078,2713.830078,79933970000
182,2018-03-01,2715.219971,2801.899902,2585.889893,2640.870117,2640.870117,76803890000
183,2018-04-01,2633.449951,2717.48999,2553.800049,2648.050049,2648.050049,70194700000
184,2018-05-01,2642.959961,2742.23999,2594.620117,2705.27002,2705.27002,76011820000
185,2018-06-01,2718.699951,2791.469971,2691.98999,2718.370117,2718.370117,77891360000
186,2018-07-01,2704.949951,2848.030029,2698.949951,2816.290039,2816.290039,64898300000
187,2018-08-01,2821.169922,2916.5,2796.340088,2901.52002,2901.52002,69523070000
188,2018-09-01,2896.959961,2940.909912,2864.120117,2913.97998,2913.97998,63031510000
189,2018-10-01,2926.290039,2939.860107,2603.540039,2711.73999,2711.73999,91930980000
190,2018-11-01,2717.580078,2815.149902,2631.090088,2760.169922,2760.169922,80620020000
191,2018-12-01,2790.5,2800.179932,2346.580078,2506.850098,2506.850098,84162180000
192,2019-01-01,2476.959961,2708.949951,2443.959961,2704.100098,2704.100098,80859870000
193,2019-02-01,2702.320068,2813.48999,2681.830078,2784.48999,2784.48999,70638770000
194,2019-03-01,2798.219971,2860.310059,2722.27002,2834.399902,2834.399902,79159660000
195,2019-04-01,2848.629883,2949.52002,2848.629883,2945.830078,2945.830078,70090370000
196,2019-05-01,2952.330078,2954.129883,2750.52002,2752.060059,2752.060059,77250740000
197,2019-06-01,2751.530029,2964.149902,2728.810059,2941.76001,2941.76001,71250630000
198,2019-07-01,2971.409912,3027.97998,2952.219971,2980.379883,2980.379883,70599470000
199,2019-08-01,2980.320068,3013.590088,2822.120117,2926.459961,2926.459961,80269220000
200,2019-09-01,2909.01001,3021.98999,2891.850098,2976.73999,2976.73999,74178980000
201,2019-10-01,2983.689941,3050.100098,2855.939941,3037.560059,3037.560059,77720640000
202,2019-11-01,3050.719971,3154.26001,3050.719971,3140.97998,3140.97998,72410620000
203,2019-12-01,3143.850098,3247.929932,3070.330078,3230.780029,3230.780029,72325540000
204,2020-01-01,3244.669922,3337.77002,3214.639893,3225.52002,3225.52002,77287980000
205,2020-02-01,3235.659912,3393.52002,2855.840088,2954.219971,2954.219971,84436590000
206,2020-03-01,2974.280029,3136.719971,2191.860107,2584.590088,2584.590088,162185380000
207,2020-04-01,2498.080078,2954.860107,2447.48999,2912.429932,2912.429932,123608160000
208,2020-05-01,2869.090088,3068.669922,2766.639893,3044.310059,3044.310059,107135190000
209,2020-06-01,3038.780029,3233.129883,2965.659912,3100.290039,3100.290039,131458880000
210,2020-07-01,3105.919922,3279.98999,3101.169922,3271.120117,3271.120117,96928130000
211,2020-08-01,3288.26001,3514.77002,3284.530029,3500.310059,3500.310059,82466520000
212,2020-09-01,3507.439941,3588.110107,3209.449951,3363.0,3363.0,92310780000
213,2020-10-01,3385.870117,3549.850098,3233.939941,3269.959961,3269.959961,89938980000
214,2020-11-01,3296.199951,3645.98999,3279.73999,3621.629883,3621.629883,101247180000
215,2020-12-01,3645.870117,3760.199951,3633.399902,3756.070068,3756.070068,96375680000
216,2021-01-01,3764.610107,3870.899902,3662.709961,3714.23999,3714.23999,106117800000
217,2021-02-01,3731.169922,3950.429932,3725.620117,3811.149902,3811.149902,99082320000
218,2021-03-01,3842.51001,3994.409912,3723.340088,3972.889893,3972.889893,122371150000
219,2021-04-01,3992.780029,4218.779785,3992.780029,4181.169922,4181.169922,83124090000
220,2021-05-01,4191.97998,4238.040039,4056.879883,4204.109863,4204.109863,88321860000
221,2021-06-01,4216.52002,4302.430176,4164.399902,4297.5,4297.5,102544180000
222,2021-07-01,4300.72998,4429.970215,4233.129883,4395.259766,4395.259766,84255620000
223,2021-08-01,4406.859863,4537.359863,4367.72998,4522.680176,4522.680176,80500760000
224,2021-09-01,4528.799805,4545.850098,4305.910156,4307.540039,4307.540039,85528860000
225,2021-10-01,4317.160156,4608.080078,4278.939941,4605.379883,4605.379883,80253600000
226,2021-11-01,4610.620117,4743.830078,4560.0,4567.0,4567.0,88268840000
227,2021-12-01,4602.819824,4808.930176,4495.120117,4766.180176,4766.180176,92750180000
228,2022-01-01,4778.140137,4818.620117,4222.620117,4515.549805,4515.549805,95562890000
229,2022-02-01,4519.569824,4595.310059,4114.649902,4373.939941,4373.939941,92667710000
230,2022-03-01,4363.140137,4637.299805,4157.870117,4530.410156,4530.410156,123546260000
231,2022-04-01,4540.319824,4593.450195,4124.279785,4131.930176,4131.930176,90367840000
232,2022-05-01,4130.609863,4307.660156,3810.320068,4132.149902,4132.149902,108860390000
233,2022-06-01,4149.779785,4177.509766,3636.870117,3785.379883,3785.379883,106116710000
234,2022-07-01,3781.0,4140.149902,3721.560059,4130.290039,4130.290039,81688320000
235,2022-08-01,4112.379883,4325.279785,3954.530029,3955.0,3955.0,92252350000
236,2022-09-01,3936.72998,4119.279785,3584.129883,3585.620117,3585.620117,94241020000
237,2022-10-01,3609.780029,3905.419922,3491.580078,3871.97998,3871.97998,95823760000
238,2022-11-01,3901.790039,4080.110107,3698.149902,4080.110107,4080.110107,92671910000
239,2022-12-01,4087.139893,4100.959961,3764.48999,3839.5,3839.5,85249330000
240,2023-01-01,3853.290039,4094.209961,3794.330078,4076.600098,4076.600098,80763810000
241,2023-02-01,4070.070068,4195.439941,3943.080078,3970.149902,3970.149902,80392280000
242,2023-03-01,3963.340088,4110.75,3808.860107,4109.310059,4109.310059,113094800000
243,2023-04-01,4102.200195,4170.060059,4049.350098,4169.47998,4169.47998,70861260000
244,2023-05-01,4166.790039,4231.100098,4048.280029,4179.830078,4179.830078,88929200000
245,2023-06-01,4183.029785,4458.47998,4171.640137,4450.379883,4450.379883,87983140000
246,2023-07-01,4450.47998,4607.069824,4385.049805,4588.959961,4588.959961,75063200000
247,2023-08-01,4578.830078,4584.620117,4335.310059,4507.660156,4507.660156,86840820000
248,2023-09-01,4530.600098,4541.25,4238.629883,4288.049805,4288.049805,73482980000
249,2023-10-01,4284.52002,4393.569824,4103.779785,4117.370117,4117.370117,71792290000
250,2023-10-27,4152.930176,4156.700195,4103.779785,4117.370117,4117.370117,2809221292
